,name,features,mse_tot,mse_first,kernel,degree,inv_generalization,path
93,2020-12-09 03_17_23,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'taux_occupation_sae']",138.8299562239847,55.205540067254255,rbf,5,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_17_23
119,2020-12-09 03_22_23,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'taux_occupation_sae', 'retail_and_recreation_percent_change_from_baseline']",139.30815224991363,74.92536014718318,poly,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_22_23
112,2020-12-09 03_20_45,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'temp', 'dwpt', 'rhum', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",146.63970360158882,59.26204574574178,poly,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_20_45
121,2020-12-09 03_22_52,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres']",146.86783995583664,82.04490127636981,poly,3,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_22_52
138,2020-12-09 03_28_45,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'retail_and_recreation_percent_change_from_baseline']",150.63555269244281,70.63646982408153,poly,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_28_45
60,2020-12-09 03_11_46,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week']",153.95745269786428,34.208758288614504,rbf,4,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_11_46
12,2020-12-09 03_03_45,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week']",153.95745269786428,34.208758288614504,rbf,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_03_45
84,2020-12-09 03_15_42,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week']",153.95745269786428,34.208758288614504,rbf,5,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_15_42
36,2020-12-09 03_07_47,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week']",153.95745269786428,34.208758288614504,rbf,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_07_47
106,2020-12-09 03_19_29,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'taux_occupation_sae']",156.52690928274106,74.46466978433803,poly,2,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_19_29
100,2020-12-09 03_18_34,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'temp', 'dwpt', 'rhum', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",167.6724382991272,60.51375083662593,poly,2,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_18_34
16,2020-12-09 03_04_29,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'temp', 'dwpt', 'rhum', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",168.92523384514172,40.39713627723265,rbf,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_04_29
40,2020-12-09 03_08_30,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'temp', 'dwpt', 'rhum', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",168.92523384514172,40.39713627723265,rbf,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_08_30
88,2020-12-09 03_16_24,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'temp', 'dwpt', 'rhum', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",168.92523384514172,40.39713627723265,rbf,5,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_16_24
64,2020-12-09 03_12_29,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'temp', 'dwpt', 'rhum', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",168.92523384514172,40.39713627723265,rbf,4,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_12_29
162,2020-12-09 03_39_59,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'retail_and_recreation_percent_change_from_baseline']",175.0842101770328,62.13625565672836,poly,4,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_39_59
118,2020-12-09 03_22_09,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'taux_occupation_sae']",177.28438010197073,73.89375776499097,poly,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_22_09
133,2020-12-09 03_26_15,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres']",193.12025217370856,83.56732624382897,poly,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_26_15
145,2020-12-09 03_31_51,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres']",196.72167166420658,67.67520944926665,poly,4,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_31_51
186,2020-12-09 04_13_56,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'retail_and_recreation_percent_change_from_baseline']",198.57451523152452,94.711085692529,poly,5,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 04_13_56
123,2020-12-09 03_23_26,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",198.83961623861998,68.03198206811868,poly,3,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_23_26
96,2020-12-09 03_17_59,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week']",199.5635559202619,70.70159116963177,poly,2,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_17_59
108,2020-12-09 03_19_49,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week']",200.58011539142905,70.5499876431127,poly,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_19_49
111,2020-12-09 03_20_30,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",209.13456837020433,69.10785010141502,poly,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_20_30
120,2020-12-09 03_22_38,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week']",215.1128337170896,85.62807206049008,poly,3,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_22_38
99,2020-12-09 03_18_24,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",220.23779657415128,69.41219994969447,poly,2,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_18_24
2,2020-12-09 03_02_20,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",220.5172207439783,39.777534082063006,rbf,2,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_02_20
26,2020-12-09 03_06_23,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",220.5172207439783,39.777534082063006,rbf,3,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_06_23
50,2020-12-09 03_10_23,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",220.5172207439783,39.777534082063006,rbf,4,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_10_23
74,2020-12-09 03_14_19,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",220.5172207439783,39.777534082063006,rbf,5,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_14_19
104,2020-12-09 03_19_12,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'taux_occupation_sae']",221.1190319624472,68.50393915516895,poly,2,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_19_12
98,2020-12-09 03_18_15,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",228.47855291162742,67.8554433262096,poly,2,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_18_15
110,2020-12-09 03_20_15,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",229.418085478739,67.41816829947709,poly,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_20_15
132,2020-12-09 03_25_50,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week']",234.5798759391508,88.49904646104207,poly,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_25_50
116,2020-12-09 03_21_43,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'taux_occupation_sae']",236.1255868330992,68.56748863556567,poly,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_21_43
157,2020-12-09 03_36_22,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres']",239.42771146392852,66.94005041043695,poly,4,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_36_22
14,2020-12-09 03_04_07,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",245.78448725395728,37.52611306577181,rbf,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_04_07
62,2020-12-09 03_12_07,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",245.78448725395728,37.52611306577181,rbf,4,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_12_07
38,2020-12-09 03_08_09,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",245.78448725395728,37.52611306577181,rbf,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_08_09
86,2020-12-09 03_16_03,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",245.78448725395728,37.52611306577181,rbf,5,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_16_03
169,2020-12-09 03_44_26,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres']",262.90105237838657,128.8015554450841,poly,5,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_44_26
135,2020-12-09 03_27_14,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",274.8536458334215,69.44104436837496,poly,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_27_14
131,2020-12-09 03_25_35,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'taux_occupation_sae', 'retail_and_recreation_percent_change_from_baseline']",290.2652920638601,54.80771024722995,poly,3,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_25_35
143,2020-12-09 03_31_07,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'taux_occupation_sae', 'retail_and_recreation_percent_change_from_baseline']",373.48368680758296,55.194237166896706,poly,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_31_07
56,2020-12-09 03_11_14,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'taux_occupation_sae']",400.4628520478464,39.90962428832921,rbf,4,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_11_14
32,2020-12-09 03_07_14,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'taux_occupation_sae']",400.4628520478464,39.90962428832921,rbf,3,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_07_14
80,2020-12-09 03_15_09,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'taux_occupation_sae']",400.4628520478464,39.90962428832921,rbf,5,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_15_09
8,2020-12-09 03_03_11,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'taux_occupation_sae']",400.4628520478464,39.90962428832921,rbf,2,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_03_11
144,2020-12-09 03_31_32,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week']",406.61562763327316,60.83367389957539,poly,4,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_31_32
181,2020-12-09 03_59_32,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres']",420.3233227878725,129.5550118143342,poly,5,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_59_32
117,2020-12-09 03_21_57,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'taux_occupation_sae']",447.98348832553904,69.9264904947438,poly,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_21_57
105,2020-12-09 03_19_21,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'taux_occupation_sae']",477.2136116729556,69.84063638645378,poly,2,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_19_21
44,2020-12-09 03_09_20,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'taux_occupation_sae']",487.8531610642488,42.340248286456685,rbf,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_09_20
20,2020-12-09 03_05_19,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'taux_occupation_sae']",487.8531610642488,42.340248286456685,rbf,2,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_05_19
92,2020-12-09 03_17_13,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'taux_occupation_sae']",487.8531610642488,42.340248286456685,rbf,5,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_17_13
68,2020-12-09 03_13_18,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'taux_occupation_sae']",487.8531610642488,42.340248286456685,rbf,4,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_13_18
149,2020-12-09 03_33_30,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'retail_and_recreation_percent_change_from_baseline']",511.3646330366934,59.48455584138959,poly,4,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_33_30
137,2020-12-09 03_28_18,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'retail_and_recreation_percent_change_from_baseline']",521.1456792154479,68.15773977841107,poly,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_28_18
142,2020-12-09 03_30_39,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'taux_occupation_sae']",524.3046212091494,59.30478341850936,poly,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_30_39
125,2020-12-09 03_24_02,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'retail_and_recreation_percent_change_from_baseline']",529.0520302771275,68.43721345193296,poly,3,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_24_02
130,2020-12-09 03_25_20,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'taux_occupation_sae']",547.8850126258146,58.06749664625935,poly,3,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_25_20
122,2020-12-09 03_23_09,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",581.2809971560514,64.22293289653777,poly,3,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_23_09
151,2020-12-09 03_34_03,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'retail_and_recreation_percent_change_from_baseline']",606.1114380830751,56.99365987531873,poly,4,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_34_03
134,2020-12-09 03_26_44,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",644.9459821976673,63.06630223596231,poly,3,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_26_44
156,2020-12-09 03_35_47,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week']",655.5426854314212,59.39408232837789,poly,4,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_35_47
161,2020-12-09 03_39_31,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'retail_and_recreation_percent_change_from_baseline']",657.514498933183,59.13669294818672,poly,4,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_39_31
177,2020-12-09 03_54_18,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'taux_occupation_sae']",708.7201261805724,127.94527726364342,poly,5,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_54_18
153,2020-12-09 03_34_41,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'taux_occupation_sae']",780.3421564086943,59.515328211285606,poly,4,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_34_41
173,2020-12-09 03_50_57,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'retail_and_recreation_percent_change_from_baseline']",783.6937148069602,51.69975580869321,poly,5,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_50_57
165,2020-12-09 03_41_44,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'taux_occupation_sae']",905.8523421688689,60.92774400745637,poly,4,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_41_44
163,2020-12-09 03_40_33,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'retail_and_recreation_percent_change_from_baseline']",945.073140919202,57.1117483223926,poly,4,200.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_40_33
129,2020-12-09 03_25_04,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'taux_occupation_sae']",1061.0089729870206,159.26834027952495,poly,3,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_25_04
175,2020-12-09 03_52_22,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'retail_and_recreation_percent_change_from_baseline']",1106.5050140572137,64.60123268897655,poly,5,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_52_22
147,2020-12-09 03_32_39,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie']",1129.7448089041548,59.97356832917654,poly,4,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_32_39
155,2020-12-09 03_35_23,"['weekday', 'weekofyear', 'month', 'year', 'time', 'mean_taux_occupation_past_week', 'tavg', 'tmin', 'tmax', 'pres', 'confin_0', 'confin_1', 'confin_2', 'couvrefeu', 'ferie', 'taux_occupation_sae', 'retail_and_recreation_percent_change_from_baseline']",1194.7773343900767,55.79270432885924,poly,4,100.0,/content/drive/My Drive/Dossier partagé avec Iheb BELGACEM/BCG_Hackathon/Support_Vector_Regression/2020-12-09 03_35_23
